,location_id,text,name
165,7381280,"Small shrine, a bit bad it's hard to see airplane arrivals and departures from the shrine precincts 『羽田』という名前がついていますが、羽田空港との関連はないものの、羽田空港一帯はこの神社の氏子地域に編入されています（元は穴守稲荷神社の氏子地域でした）。周囲には比較的高いマンションがある関係から、境内から羽田空港発着の飛行機が非常に見づらいです（神社の南に位置する大師橋まで行けば見ることが出来ます）。境内はそれほど広くなく、30分未満で周回することが出来ます。境内には『羽田富士』と呼ばれる富士塚がありますが、これも5分と経たずに登頂出来る大きさです。羽田地区の散歩コースとして丁度いいスポットかもしれません。Although the name ""Haneda"" does not directly relate to Haneda Airport, the area around Haneda Airport has been incorporated into the area of parishioners (it used to be the area of parishioners of Anamori Inari Shrine).Due to the relatively high apartment buildings surrounding the shrine, it's very difficult to see the planes arriving and departing from Haneda Airport from the shrine precincts (you can see them if you go to the Daishi Bridge located south of the shrine).The shrine precints are not very large and it takes less than 30 minutes to go around. There is a mound of small Mt.Fuji called ""Haneda Fuji"" on the grounds of the shrine, which is large enough to be climbed in less than five minutes. It may be a good spot for a walk in the Haneda area.",Haneda Shrine
166,7381280,こちらの御祭神は須佐之男命 初めての参拝　ぐるっと回り現地到着する　参拝客がいる　また入口付近で遠隔参拝する通行人や自転車乗りがいた　私は入る　手水舎には牛　社務所もあり巫女さんがなにやら売っている　拝殿にて手を合わせる　また日枝神社や御神輿、羽田富士塚等もあった　しっかり拝む,Haneda Shrine
167,7381280,2020年初詣 アクセスは京急大鳥居駅から徒歩で。元日ということもあり、初詣客で大変賑っていました。御朱印あります。,Haneda Shrine
168,18999928,平井 平井駅から南東。旧中川にたどり着く前に通り過ぎた程度だがうるさくもなく木も適度にある。駅からの移動時間を考えれば行き易くはない。,Hirai Park
169,18999928,地元の小さな公園です 平井駅から南に徒歩10分程度、住宅地にある小さな公園です。周囲は住宅地なので地元の小さな子供が遊んでいました。公園のすぐ傍には、橘家円蔵師匠が生前住んでいた、ひらい円蔵亭があります。,Hirai Park
170,10152321,元は牛嶋神社の別当寺 明治初期まで墨田区本所地区の総鎮守「牛嶋神社」の別当寺(神社を管理するお寺)だった牛宝山最勝寺に参拝。　隅田川に架かる駒形橋近くの元の場所から、江戸川区平井・荒川土手の側に越して来たようです。　境内には300-400年前の石仏を集めた塚がありました。,Saisho-ji Temple
171,10152321,目を見開いた不動明坐像 江戸五色不動の一つ｢目黄不動｣として知られています。木造不動明坐像は右目がカット開き、左目は薄開きです。桧の寄せ木造りで享保２年(1724)の作品とされています。ただし頭部はもっと古いとか。なお目黄不動は、台東区三ノ輪の永久寺にもあります。,Saisho-ji Temple
172,10152321,数ある目黄不動のひとつ 関東三十六不動霊場19番の札所巡りで訪れました。江戸五色不動の目黄不動を名乗るお寺はたくさんありますが、代表的なお寺の一つです。860年に円仁によって隅田川沿いに草建されたという古刹で、大正2年に駒形橋の架橋工事のため現在時に移りました。不動霊場巡りと申し出ると、不動堂を案内され、立派なお不動さんをお参りさせていただけました。,Saisho-ji Temple
173,12256958,桜の名所のようです 多摩川べり、大師橋の西側にある小さな公園です。付近を散策がてら足をのばしてみましたが、「特に何もない」というのが正直な感想です。桜の名所のようで、それ以外の時期は足を運ぶ必要がないと思いました。,Honhaneda Park
174,12256958,川沿い 大師橋緑地が近い。多摩川からの風が強く吹きぬける。羽田空港からは直線距離にしたら近いと思われる位置にある。,Honhaneda Park
175,12256958,川沿い 多摩川沿いにある公園です。テニスコートがあります。トイレはかなり汚かったです。息をとめながら使わなきゃならないぐらいでした。,Honhaneda Park
176,12245011,今日の散歩コース（羽田七福いなりめぐりを中心に） 中村天祖神社は、大田区本羽田にある神社です。中村天祖神社の創建年代は不詳ですが、新編武蔵風土記稿が編纂された文化文政年間（1804-1829）には既に創建されていたようです。境内社の高山稲荷神社は、羽田七福いなりめぐりの一社です。,Nakamuratenso Shrine
177,12245011,天照皇大神を祀る神社 羽田七福いなりめぐりで伺いました。この天祖神社は太陽を信仰し発展した神霊であるといわれる天照皇大神と商業、工業で霊威を発揮するといわれ信仰されている豊受姫大神が祀られています。小さな神社の割に鳥居や神社名石碑は立派です。ただ境内はだだっ広く高山稲荷神社が境内社として鎮座しています。いなりめぐりの御集印はこちらの拝殿で頂けました。,Nakamuratenso Shrine
178,12245011,高山稲荷は末社 本羽田公園の向かい側にあり、信号脇の小さな公園みたいな砂利敷の境内に、鳥居と倉庫と末社が建っています。数ある羽田神社兼務神社の一つで、最近では末社の高山稲荷が羽田七福いなりの一つとされ、参拝する人がたまにいるようですが、昼間なのに訪れる人も無く、静かでした。扉もずっと閉まっており、御朱印は無さそうな感じがしました。,Nakamuratenso Shrine
179,12133528,"47 Ronin site where Oishi Chikara (Yuranosuke's son) and nine others committed seppuku This was the site of a villa belonging to Matsudaira Oki-no-kami, Lord of the Shikoku Iyo-Matsuyama Clan, and was where Oishi Yuranosuke's son Oishi Chikara and none others committed seppuku after the 47 Ronin had attacked and killed Lord Kira. Chikara was 16 years old and though he was offered the opportunity to write to his mother but declined. Then pond (which can be seen on the Italian embassy website) is reputed to be the spot where they committed seppuku",Oishi Chikara Yoshikanera Jisshi Seppuku no Chi
180,12133528,今は立派な日本庭園へ 赤穂浪士の切腹の地であった伊予松山藩の屋敷は、今はイタリア大使館となっております。切腹のお白州は池となっております。,Oishi Chikara Yoshikanera Jisshi Seppuku no Chi
181,12133528,イタリア大使館の敷地内 現切腹の地はなんと現在三田にあるイタリア大使館の敷地内にありました。毎年命日には駐日イタリア大使が供養をおこなっているようです。大使館なので当然中には入ることはできません。,Oishi Chikara Yoshikanera Jisshi Seppuku no Chi
182,15113567,本堂壁に卍 亀戸水神駅から徒歩5分ほど。737年創建の曹洞宗の寺院。本尊は行基作の阿弥陀如来。本堂は近年再建されたのであろう、鉄筋コンクリート造で屋根近くの壁には卍が描かれている。江戸六阿弥陀詣の6番目の霊場で、境内には1679年建立で区の有形民俗文化財に指定されている「六阿弥陀道道標」が置かれている。また亀戸七福神の一つで無量寿塔に隣接して寿老人堂がある。,Joko-ji Temple
183,15113567,亀戸七福神めぐり（１）寿老人 東武亀戸線亀戸水神駅から徒歩6～7分くらいで江東商業高校のすぐ傍ですが、なかなかわかりにくい場所です。駅から歩く場合は線路沿いに一度北十間川の手前まで北上して、そこから川沿いに西に行くのがわかりやすいかもしれません。今回は亀戸七福神めぐりの1番目に訪問しました。737年建立と歴史はあるようですが、現在は至って現代的な建築です。寿老様は本殿の左に、小ぢんまりとした社にいらっしゃいます。,Joko-ji Temple
184,15113567,墓地の相談 ネットに載ってたから墓地の相談で寺に伺った。住職居なかったが、出て来たおばさんめちゃくちゃ愛想悪いし、とにかく対応が酷い。とりあえず色々大変ですよと何かと口にする。石屋との絡みがどうとか、法事は必ずやらなきゃならないとか。そんなの今もしっかりやっていますが？今ある墓がかなりの遠方にあるから相談しにきてるのに。相談に乗る気もなければやる気もないなら今は募集してないと始めから言えよ！ネットに募集とか載せるな！昔、ここに保育園があって自分はそこの卒園生。35年ぶりくらいに訪れたが先代と比べると何もかもがダメ。二度と敷地にも入らないし、行かない。,Joko-ji Temple
185,1898820,現在工事中で利用不可 通常なら川沿いで景色が良く楽しめるのですが残念なことに隣接するテニスコート３面と運動公園の一部は利用出来ますが，防潮堤整備その他工事のため，デイキャンプ場側は，平成２８年８月３１日まで利用できません。工事関係者以外は立ち入り出来ないように，現在デイキャンプ場側全周に高い仮設の塀を設置してあります。,Toyomi Sports Park Day Camp Ground
186,1898820,眺めの良いデイキャンプ場 レインボーブリッジを眺めることも出来るデイキャンプ場です。バーベキュー等で利用するには事前に申込が必要のようですが、普段から出入り自由なので、散歩などで人々が行き交っています。隣には芝生のグランドやテニスコートもあります。,Toyomi Sports Park Day Camp Ground
187,1898820,複数家族でバーベキューをしました 子供の幼稚園時代の同級生家族でバーベキューをした場所です。天気の良い日でとても楽しく想い出に強烈に残っている1日です。初夏だったので陽射しは強かったのですが、風も吹いていて何だか特別の日だったような気がします。公共の場所なので場所代は無料だったはず。レインボーブリッジも見えるし屋形船やレジャーボートが隅田川を行きかいます。羽田空港からジェット機が上昇していきます。また今後も子供が大きくなってからも親子同士で集まれるといいなと今から思っています。,Toyomi Sports Park Day Camp Ground
188,12318009,中は見られない 綱町三井倶楽部の向かいにある重厚でモダンな大きな建物ですが中には入れません。さっと外観を見る程度しかありません。,Former Ministry of Communications Postal Insurance Bureau
189,12318009,レトロモダンな建物 通りから少し入った形で建っているのと、前にたつ木々に隠れているので気付きにくいのですがレトロモダンな建物です。上を見上げると時計台のようになっているのですが、こちらもよい意味でレトロモダンなイメージを引き立てています,Former Ministry of Communications Postal Insurance Bureau
190,12318009,余計な意匠を省いたデザインが時代を匂わせます 綱の手引坂の中ほどにあって。明るい街の一角に人けのない大きな建物がぬっと建っている感じ。関東大震災後の復興建築で、大林組の手により昭和5年に竣工したもの。戦争の足音がし出した昭和の初期。余計な意匠を省いたデザインが時代を匂わせます。,Former Ministry of Communications Postal Insurance Bureau
191,13167817,圓蔵亭で芝浜の落語を聞かせていただきました 平井駅から徒歩10分程度。駅から道で迷わないよう目印が作られていました。無料で見学ができます。内部は撮影禁止でした。係りの方が何か落語を聴いていきますかと聞かれ、（こちらが答える前に）芝浜のDVDをセットしてくれました。師匠の落語ってあまり聞いたことなかったのですが（当時はTVでのCMや軽い話などだったので）、芝浜旨い!!　さすが園蔵というアドリブがさえわたっていました。,Hirai Enzotei
192,13167817,亡き落語家さんの自宅を区役所が買い取った！ １０年以上に前から　ちょっとちょっとお風呂屋さん巡りしているのに、亡き圓藏さんの御自宅が此のような「博物館(資料館)」みたいになっていたとは。並びのカフェ・さくらさんが　平井地域の文化遺産に協力されていまも“落語”の会などに協力されているのに感動しました。この江戸川区平井地域の公民館のような資料館は「入場無料」で過去の落語家のビデオを拝聴できる。さらに江戸川区のホームページの「圓藏亭」によると新人さんや真打ち一歩前の落語家を応援していて、“新人落語”を無料で聴くことができる“落語会”が毎月のように提供されていた。お風呂屋さんで千円はらって落語聴いたけど今後は　此処に来よう❗,Hirai Enzotei
193,13167817,町の一角 月の家圓鏡師匠の住んでいらした自宅を開放されています。平井といえば圓鏡さんですものね。住宅街の中の和風つくりのお宅。平井駅から10分も歩けばつく距離です。,Hirai Enzotei
194,8674359,夜景の迫力が好き 夜景の迫力が好きでときどき行きます。今回、東京タワーが見えなかったのは、コロナのせいかな。【お願い】こんなこと言って申し訳ありませんが、夜中もふ頭で海の男（女性も）は働いています。邪魔にならないようにお願いします。,Toyomi Suisan Futo
195,8674359,新型コロナウイルス蔓延中に 休日は閑散としている豊海水産埠頭。この緊急事態が起きている中に東京を見渡してみた。風景は何も変わらないが何かが違うように見えるから不思議だ。また東京オリンピック選手村になる予定の晴海フラッグに建設されたマンション群が、まだ無人ゆえの不気味なオーラを放っている。あそこに人が入居する日が来るのか？未来がボヤけている。カモメが飛んでいる。鵜が浮かんだり潜ったりを繰り返している。途轍もなくシュールな巨大パノラマを見ることが出来る貴重な場所です。おススメさします。,Toyomi Suisan Futo
196,8674359,気分転換に 晴れた休日に、ぶらっと歩いて行く。雀、鳩、カモメと出会えます。東京湾を行き来する大型客船、屋形船、小型ボートなど見ているだけで心がほぐれます。風が吹いて自販機もあるので、最近の猛暑でもさほど心配ありません。油断は禁物ですが。おススメします。,Toyomi Suisan Futo
197,16699805,ららぽーと豊洲の目の前 ららぽーと豊洲の目の前にあります。さすが、海（運河？）に囲まれた豊洲だけあって、船着場がよく似合います。,Toyosu Pier
198,16699805,ららぽーと沿いの船着き場 ららぽーと豊洲の前にある船着き場です。可動式の歩道橋やクレーンのモニュメントなどがあり、海沿いの風情を醸し出しています,Toyosu Pier
199,7684847,よしもと 幕張 イオンモール幕張新都心の中にあるよしもとの劇場に行って来ました。綺麗なホールで、お席も並ばずに取れて、新宿より穴場です。入口に（入場券不要エリア)に よしもとの芸人さんのグッズが販売してました。,Yoshimoto Makuhari Aeon Mall Theater
200,7684847,客席が近いです 2回もありますが小さめの劇場で見やすいです。客席が近く、よく表情なども見えました。当日券は、イオンカードで割引がありました。,Yoshimoto Makuhari Aeon Mall Theater
201,7684847,のんびり見られる のんびりと漫才を見るにはとても良い場所です。1時間の中で5組で30分の漫才、残りの時間はなんだかわけのわからないゲーム。休憩がてらに見るのには良いです。,Yoshimoto Makuhari Aeon Mall Theater
202,20261395,搭乗前にちょっと一息 搭乗前、一息入れに訪問しました。羽田空港第1ターミナル16番搭乗口の近くにあります。行くたびに人が戻ってきていると思いますが、今回は夏休みでもあり、なおさら。トマトジュースを一口頂きました。,Power Lounge North
203,20261395,緑茶をオーダー 第1ターミナルのＪＡＬの青森行きに搭乗する前に、ちょっと立ち寄りました。早朝ですが、人が戻ってきた感じはします。ホットミルクと緑茶をオーダー。飛行機を見ながら一息入れました。,Power Lounge North
204,20261395,緑茶をリクエスト 搭乗時間までかなり時刻があったので、立ち寄りました。第2ターミナルのここへ寄るのは初めてです。雪が降り始めているのを眺めながら、緑茶を頂きました。リクエストすると、紅茶も緑茶も、入れていただけます。,Power Lounge North
205,14199634,江戸時代に思う 昔は川の両サイドで争い事があって『太刀会川』と呼ばれ、やがて鈴ヶ森刑場へ送られる罪人を見送る（立合）場所であることから『立合川』となった。その川を渡る橋がこの橋で家康時代に遡るらしい。別名『泪橋』,Hamakawa Bashi
206,14199634,泪橋とも呼ばれた歴史のある橋 旧東海道の立会川に架かる橋です。一見何の変哲もない橋ですが、もともとは泪橋とよばれ、この近くにある鈴ヶ森刑場に由来します。刑場で処刑される人との涙の別れをした橋であることから泪橋と呼ばれたとのことです。因みにあしたのジョーの泪橋はここではなく荒川区の小塚原刑場そばの別な橋がモデルのようです。,Hamakawa Bashi
207,12652436,【観光スポット「神楽坂」の路地裏に広がる子供も嬉しい遊び場「白銀公園」】 ・神楽坂から少し路地裏に入ったところに、大きく佇む「新宿区立白銀(しろがね)公園」。・なんと、昭和18年に東京市立公園として開園された歴史ある公園のようです。しかし、園内は割と綺麗で新しめの遊具が目立ちます。・歴史が長いのに全然さびれた感じもなく、休日にはご近所のお子さん連れご家族が沢山。満員御礼の公園です。・周囲はビルで囲まれているものの、公園自体が割と大きめなので、陽の光もしっかりと浴びることができて、都内では非常にお勧めの公園ですね。しかも神楽坂という立地で、これだけの敷地を持った公園は素敵すぎます。・子供さんがいらっしゃるなら、休日には神楽坂をぶらりとお散歩して、途中でこちらの公園を挟んでお子さんも楽しませてあげる。家族みんなが嬉しい一日になるのではないでしょうか。ありがとうございました。#子供の遊び場 #公園 #東京の公園 #神楽坂 #観光 #スポット #神楽坂の公園 #新宿区立白銀公園#Children'sPlayground #Park #TokyoPark #Kagurazaka #Sightseeing #Spots #KagurazakaPark #ShiroganePark,Shirogane Park
208,12652436,大きな公園で、過ごしやすい場所です 　神楽坂を少し入ったところにある公園です。大きくて遊具も沢山有り、とても良い公園だと思います。広くて、木も沢山あり、ゆったりとした気分になれます。少しゆっくりとした時間を過ごすには良い場所です。また、行きたいと思います。,Shirogane Park
209,12652436,神楽坂の憩いの公園 神楽坂通りの路地を北に少し入って行くとあります。比較的広い公園で遊具もあります。喧騒の神楽坂通りを少し離れただけでこんなに静かなのかと思いました。ベンチはほとんど休憩する人で埋まってました。,Shirogane Park
210,12088053,좋아요 시원한 밤이 되면 밤공기를 마시며 간단히 산책하기에 좋은 곳이에요. 낮에는 자외선 때문에 걷기가 어려워는데 밤 산책이 좋았습니다.,Shinagawa Hanakaido Mizube Hiroba
211,12088053,立会川 サクラがある。区ともう一つ管理している団体があるようだが、いまいち。広場というか、何もないというか。トイレはある。,Shinagawa Hanakaido Mizube Hiroba
212,12088053,運河沿いの広場で花壇以外何もなし 勝島運河沿いにある広場だが、ちょっとした花壇があるのとベンチが4つるだけで、あとは何もない。車も走る大きな道路から運河沿いに海側に少し歩いていく必要があり、まず知られていない小さな広場でほとんど人もいない。犬の散歩にはいいかも知れないが、わざわざ行くほどのものは何もない。水辺広場と称するなら、何か工夫を凝らし、人が行き交うスポットを作ってほしい。,Shinagawa Hanakaido Mizube Hiroba
213,12514035,以外な処にアートがある 大田区城南島にある現代アートの展示及び制作拠点です。湾岸なので倉庫が立ち並び、コンテナ輸送のトラックが行き交う中にポツリとあるのが印象的です。一階は三島喜美代さんの作品が常設され、広い空間を生かして迷路があったり、陶製の廃棄物オブジェがあったり、遊び心があってとても楽しいですよ。三階には拡大した浮世絵のインスタレーションが常設され音声ガイドまであるので、作品の詳細まで分かるようになっています。季節的にこの工房を利用している作家さんの企画展もあります。屋上に出ると周囲が見渡せて、羽田空港の飛行機が頭上を飛んだり、大井ふ頭のガントリクレーンが見えたり、普段見慣れない景色が広がりアート鑑賞以外でも楽しめます。惜しむらくは、交通の便が悪くJR大森駅からバスで30分ぐらい掛かり本数も少ないので、事前確認が必要かと思います。入場は無料です。,Art Factory Jonanjima
214,12514035,三島喜美代ワールドを独占 日本列島現代アートを旅するという本で、今見に行く価値のある美術館と紹介していたので観てきました。工場地帯の真ん中という少し不便な場所にあるからなのか、土曜日だというのに訪問者もおらずにひっそりとしていました。私は自転車で訪問しましたが、バスでも訪問することができます。建物は入場無料で1階の巨大な空間には三島喜美代さんの作品が部屋いっぱいに飾られていますので、ちょっと変わった三島喜美代ワールドを満喫することができます。建物の入り口にも三島喜美代作品が展示されていますが、一見するとゴミと間違われてしまうかも,Art Factory Jonanjima
215,12151904,今の時期、階段を登ると満開の桜に３６０度包まれる感じが最高です！ 2020年3月26日訪問。三田通り、慶応大学東門の隣りにある小さな神社ですが、桜の時期が最高に素晴らしくて必見です！正面からは鳥居越しに、上から覆いかぶさるようにして迫ってくる桜。狭くて急な石段を登るにつれ、上下左右を桜の花に囲まれる感じになって来て、360度桜の花びらの中にすっぽり入った気分に。正面奥の真っ赤な本殿をバックに、すばらしい写真が撮れます。階段を登り切った左手奥に5～6人ほど座れる木のベンチがありますが、そこからは桜がちょっと遠いので、やっぱり階段から堪能するのがベスト。降りる時も、上りとはまた趣の異なる感じで桜に包まれます。夜はライトアップされて、幻想的な雰囲気が楽しめます。石段を降りる際、桜に見とれて転げ落ちないように気をつけて下さい。,Mita Kasuga Shrine
216,12151904,慶応大学脇の神社 慶応大学三田校舎の赤羽橋よりの隣にある神社です。由緒ある神社のようですが新しい建物のようで比較的スッキリした神社でした。,Mita Kasuga Shrine
217,12151904,慶大隣接神社 奈良の春日大社系列なので御朱印には鹿さんのスタンプが押されています。大きな神社ではないですが、慶応大学に併設した坂上にあるので学生の憩いの場となっています。関係が良好かというと神主さんは学生の吸殻のポイ捨てなどのマナーに辟易としているという裏話も(笑)慶大生、しっかりしろよ！,Mita Kasuga Shrine
218,1850754,"Best Place to Watch Flight Landings of Haneda Airport! I solely visit this place to watch flight landings of Haneda airport. It was said that a flights land in every single minute at Haneda airport and I wanted to experience it with my bare eyes. Guess what, it was 100% true! I was fascinated. It is a must to experience. You can stare at this scene forever. A down side for this attraction is that you have to walk for about 2.2 km s from Showajima station to the Tsubasa park. Not sure about a place to buy food also. But a great place for romance and for a outing with a bunch of friends or family too.",Keihin-Jima Tsubasa park
219,1850754,By cycle trip Best place .I went there by bicycle from otorii station.One of the best scene around sea and behind airport rarely find.Must go,Keihin-Jima Tsubasa park
220,1850754,久々の訪問は、やや拍子抜け 昔（30 年位前かなぁ）ここに来て目の前に次々降りる飛行機を眺めるのが好きだった。当時は、本当に目の前に降りて来たように感じてた。逆噴射のすっごい音が聞こえたし、たまたま離陸した1機離陸したけど、すごく遠くに感じた。空港整備で、滑走路が少し奥に行ったのかなぁ？そして、滑走路が増えたせいか？風向きが違うせいか？時間が悪いのか？それともコロナで発着が減っているせいなのか？全く飛行機が来ない。別の滑走路に降りていく飛行機もほとんどない。昔は次の飛行機もすぐ見えてたし。その分、駐機しているJALやANAの近くに見えるのだが・・・。ちなみに夜間は京浜島に入ることはできません。この点は30 年前のままだ。（当時、橋の所で捕まったからよく覚えてる、）,Keihin-Jima Tsubasa park
221,12690418,ほぼ整備が完了した竹林の広場 2017年時点ではまだほったらかしの竹林のように無造作に竹が生えている広場だったが、2020年のいまはしっかりと選定された竹林になっている。ただ、以前よりも竹の密度が薄くなった見た目。竹も細いので少々貧弱な印象を受ける。しかし、天気の良い日は碧空に白い雲、そこに向かって伸びる緑の竹、隙間を流れる風が心地よい。住宅地の広場だが、ほぼ人がいないので、のんびりゆっくりするには良いかも知れない。わざわざ遠方から訪れるような場所でもないので、例えば江戸川花火大会の日にちょっと早めに来て、立ち寄ってみるとかが良いかも。,Take to Shitashimu Hiroba
222,12690418,一応観光スポットなのであろう 一応観光スポットなのであろう、ユニークなテーマの展示である。「竹」に特化した植物園とも言える。が、よっぽどの竹マニア、竹愛好家でも無い限り面白みが殆ど無い。ここを観光目的でワザワザ訪ねてもガッカリするだけである,Take to Shitashimu Hiroba
223,12690418,住宅地の竹林 都営新宿線篠崎駅から、京葉道路を超えて少し歩いたところに突如現れる竹林。えどがわ百景にも数えられている。とは言え、竹林と屋根のあるベンチ以外には何もない。ただ爽やかな風に涼し気にざわめく竹林は見ていて清々しい。短いが遊歩道のようになった小道は両脇に竹がゆらめいて風情がある。この広場では、地元の竹と親しむ会などの有志の集まりの活動なども行われている。駅にはレンタサイクルもあるので、篠崎公園や江戸川堤と一緒に周る手もある。,Take to Shitashimu Hiroba
224,13476039,高知の地酒を集めたお店 神楽坂通りから一本入った路地にある酒屋？いや、高知の物産店？という不思議なお店でした。夜はいかにも立ち飲み屋さん、とはいえ昼間から飲むことも可能なようです。東京ではなかなか見かけない高知の地酒とつまみをいただけるお店でした。,Botchiriya
225,13476039,焼きうるめと立ち飲みのセットがある 立ち飲み屋としては少しでも差別化をしようとして焼きうるめと店内の立ち飲みを一杯、セットにしたメニューがお得な感じでいいです。まだ早い時間帯は食材とお酒をあつかう普通のお店として開いているので、その時間帯に来てみてもいいと思います。,Botchiriya
226,13476039,偶然見つけた立ち飲み屋 神楽坂で用事があり時間までふらついていたら、偶然見つけた立ち飲み屋。高知の地酒を中心に酒盗などの地元のあても出してくれる。あまりに寒かったので熱燗にしたが、高知の地酒だと思うがとても美味しかった。1合¥600と良心的な価格なので高知のがっつりした地酒が好きな方にはおススメです。,Botchiriya
227,10184109,初日の出を見に向かう途中で 初日の出を城南島海浜公園で見るためにランニングで向かう途中で通りかかりました。この近辺は物流施設ばかりで夜に公園を利用する人などいませんね。真っ暗で立ち入ることさえ怖くてできませんでした。昼間も時々通りかかりますがやはり人気の無い公園であることに変わりはありませんが。,Minatogaoka Futo Park
228,10184109,利用し辛い公園 周辺一帯に物流施設が多くある場所の公園でした。場所柄か大型トラックが道路沿いに多く停車しています。公園内も管理があまりされていない様子でした。,Minatogaoka Futo Park
229,10184109,大井埠頭にあるキャンプ場 大井埠頭にあるキャンプ場です。近くには首都高湾岸線や、新幹線の車庫への引込み線などがあり、「こんなところにキャンプ場？」って感じです。ただ、利用可能なのは団体のみで、どうも個人利用はできないみたいですね。,Minatogaoka Futo Park
230,12223426,交流の歴史を展示 「在日韓人歴史資料館」をご存じでしょうか？東京メトロ南北線・麻布十番駅の2番出口から麻布通り沿いに徒歩3分ほどの民団韓国中央会館・別館に資料館はあります。館内は研究を目的にした展示室の撮影は申請が必要です。また館内見学は有料です。在日韓国人の歴史を後世に伝えていくことを目的に建てられたもので、解放前の歴史と生活全般を常設展示されています。また解放後の歴史と生活に纏わる展示など設けられています。ぜそ在日の歴史ツールなど知りたいと思う方は見学おススメします。,The History Museum of J-Koreans
231,12223426,シンプルに事実のみを知ることが出来ます こぢんまりとした展示で、ほとんどパネルがあるだけですが、秀吉の侵攻も慰安婦や徴用工についても、作者による善悪感を感じさせないシンプルな表記で事実のみが書かれています。たったパネル２枚でわかる事なのに、教科書には書かれていない事が学べます。,The History Museum of J-Koreans
232,12223426,歴史を知る 韓国大使館の方ではなく、麻布通りに面している韓国中央会館の並びにあります。韓国の方の歴史観全てが正しいとは思えなくても、一度訪れる価値はあります。,The History Museum of J-Koreans
233,16855417,鮫洲の入江に整備されたごく普通の公園 鮫洲の入江のところに新しく造成された綺麗な公園のようであるが、気の利いた遊具があるわけではなく、犬の散歩に適しているような印象の何もない公園である。鮫洲の謂れの案内板や下水道の仕組みの説明案内板がい置かれていた。公園には、何も目玉がないが、綺麗に整備されているのとトイレがあることが救いである。,Samezu Irie Square
234,16855417,新しい公園にありがちな何もない公園 ランニング中発見しました。比較的新しい公園かと思われます。最近の公園にありがちな遊具を置かず芝生の広場のみというスタイルの公園です。それでも、トイレがあるのでランナーには有難いスポットです。,Samezu Irie Square
235,15780077,アーチ形の橋 新左近川親水公園の左近川を南北方向にかかっているアーチ形状の橋でとても幅がありますが歩行者専用です。橋からは新左近川親水公園の様子を見ることが出来ます。,Tsubasa Bridge
236,15780077,話題のドラマの聖地 昨年、話題となった「おっさんずラブ」のワンシーンの撮影が行われていました。夜だったので周囲などから推する事は出来ませんでしたが、橋のモニュメント、特徴的な真ん中のコンクリート製の丸椅子、背景に移り込んだ首都高の高架でピンときました。夜のシーンで大声で叫んでいましたが騒ぎにならなかったのかなぁ。,Tsubasa Bridge
237,13152754,普通の民家とそれほど変わらないデザインで、観光的な要素は感じられませんでした。 浅草橋から蔵前駅までの一角にお寺が何軒も集まった場所がありました。この法林寺もその中の一軒ですが、お寺というより普通の民家とそれほど変わらないデザインで、観光的な要素は感じられませんでした。,Horin-ji Temple
238,13152754,精華公園近くのお寺 蔵前の精華公園の周りにはお寺がたくさんありますが、その中の一つです。あまり特徴のない町のお寺といった感じです。,Horin-ji Temple
239,13152754,あまり観光的な要素を感じることはできませんでした 浅草から浅草橋に向かって散策した際にこちらの寺院にも行きました。蔵前にある浄土宗の寺院です。付近にはいくつか寺院がありましたが、それらの寺院の中でも小さなほうで、本堂は住宅のような感じでもあり、あまり観光的な要素を感じることはできませんでした。,Horin-ji Temple
240,15153799,草木染めの商品 蔵前の環境ふれあい館の裏手にある店です。草木染めなど、ナチュラルがキーワードのようで、ワークショップも開催されています。,Maito Kuramae Honten
241,6699646,"Surprise in Urayasu Local Museum We had difficullty to find the correct bus stop to take the bus to Urayasu Local Museum from Kasai Subway, fortunately we didn't give up easyly and we reached the Museum at the end.  We are the only group of seven members there during that morning, we enjoyed to learn the shipbuilding, cultures, etc there.  There have many old time childhood games, we enjoyed and recalled our childhood.  Not only these, the most surprise was the super friendly person-in-charge allowed us to try on their trandisional Japanese Kimono, it was really impressed and marked us an unforgettable experience!  Thanks Madams for helping us to put up the Kimono and allowed us to take many pretty photos.  Our children enjoyed playing various old times games there!",Urayasu Local Museum
242,6699646,"Japanese Historical Sites. Wow!  What a place to see.  If you are interested in Japanese culture and history, the Urayasu Museum has it all!",Urayasu Local Museum
243,6699646,Urayasu history Nice museum about fishing village Urayasu used to be in the past. Some activities for kids. Entrance is free.,Urayasu Local Museum
244,13336839,日曜日の午後は、大変のどかでした。 　東京モノレールの大井競馬場前から、大井ふ頭中央海浜公園の間にある京浜運河を渡る橋です。モノレールでここを通り過ぎるごとに、この公園とこの橋がきになっていました。日曜日の昼ごろにこの橋を渡ってみたのですが、人通りもなく、のんびりしていると言う印象でした。水面から橋までそんなに高さが無いので、たまにこの運河を通る船をこの橋の上から見ると、けっこう迫力があります。,Katsushima Bridge
245,12318019,閑静です。 三田の住宅街にひっそりと佇む元神明神神明坂の途中にあります。近くにある銀杏稲荷大明神もパークコート麻布十番建設時にはこちらに仮宮でおられたようです。,Motoshimmeigu
246,12318019,今日の散歩コース 平安時代中期の寛弘2年、一條天皇の勅命により創建された。鎮座千年を越える古社だが、社殿は平成6年に改築されたコンクリート打ち放しの現代的デザインとなっている。,Motoshimmeigu
